record_type,entity_id,seed,epoch,validation_scope,metric,k_definition,estimate,median_across_genomes,mean_across_lineages,lineage_bootstrap_ci_low,lineage_bootstrap_ci_high,n_genomes,n_lineages,training_loss,huber_loss,ranking_loss,rank_weight,epoch_runtime_seconds,cumulative_training_runtime_seconds,checkpoint_sha256,status,notes
final_validation_metric,member_seed_71,71.0,4.0,full_validation,recall_at_k,top_5_percent,0.09112902410432626,0.0893719806763285,0.08592266162161136,0.07828199351849159,0.09304247958131659,45.0,19.0,,,,,,827.5057854000479,12c043a9d6480e1e118bf8a12cb4f79379cf65d48b11e8840bb24fc0b68bad30,valid,full inference seconds=161.544; peak GPU memory n/a
final_validation_metric,member_seed_71,71.0,4.0,full_validation,scalar_mae_training_target,,0.20961864692256707,0.20815529762878693,0.20629366859095713,0.20309985948357973,0.20948062088760216,45.0,19.0,,,,,,827.5057854000479,12c043a9d6480e1e118bf8a12cb4f79379cf65d48b11e8840bb24fc0b68bad30,valid,full inference seconds=161.544; peak GPU memory n/a
final_validation_metric,member_seed_71,71.0,4.0,full_validation,spearman,,0.22637598076210808,0.2237673939803742,0.22202147965524094,0.21526834213550192,0.22886447751396743,45.0,19.0,,,,,,827.5057854000479,12c043a9d6480e1e118bf8a12cb4f79379cf65d48b11e8840bb24fc0b68bad30,valid,full inference seconds=161.544; peak GPU memory n/a
final_validation_metric,ensemble_mean,,,full_validation,ndcg_at_k,fixed_100,0.35345912172438604,0.35600939989970726,0.35348227996554443,0.3448860973180419,0.36213180586516064,45.0,19.0,,,,,,,,valid,mean of five frozen member ranking scores
final_validation_metric,ensemble_mean,,,full_validation,ndcg_at_k,top_1_percent,0.34683176722158043,0.351072430967541,0.34635493604362794,0.3371726769397342,0.3556290783368814,45.0,19.0,,,,,,,,valid,mean of five frozen member ranking scores
final_validation_metric,ensemble_mean,,,full_validation,ndcg_at_k,top_5_percent,0.41277833597756136,0.4176397794096822,0.4117103507290197,0.40470817685557126,0.4178152703070719,45.0,19.0,,,,,,,,valid,mean of five frozen member ranking scores
final_validation_metric,ensemble_mean,,,full_validation,recall_at_k,fixed_100,0.014222222222222223,0.01,0.013502506265664162,0.008283208020050127,0.01977553258145363,45.0,19.0,,,,,,,,valid,mean of five frozen member ranking scores
final_validation_metric,ensemble_mean,,,full_validation,recall_at_k,top_1_percent,0.010875658244192085,0.012195121951219513,0.008869259520167191,0.003723141183202949,0.014838740615241491,45.0,19.0,,,,,,,,valid,mean of five frozen member ranking scores
final_validation_metric,ensemble_mean,,,full_validation,recall_at_k,top_5_percent,0.09493499333578921,0.09487179487179487,0.09060149383184003,0.08311443489150694,0.09811329834012679,45.0,19.0,,,,,,,,valid,mean of five frozen member ranking scores
final_validation_metric,ensemble_mean,,,full_validation,scalar_mae_training_target,,0.20905695576540226,0.20828365381088226,0.20594220162587754,0.2032723125597658,0.20900177784127769,45.0,19.0,,,,,,,,valid,mean of five frozen member ranking scores
final_validation_metric,ensemble_mean,,,full_validation,spearman,,0.261910171934507,0.2612450401335972,0.2586341861107607,0.25173667266252314,0.26529342574476455,45.0,19.0,,,,,,,,valid,mean of five frozen member ranking scores
ensemble_diagnostic,seed_11_vs_seed_23,,,full_validation,pairwise_global_pearson,,0.5057491347785094,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_11_vs_seed_23,,,full_validation,pairwise_mean_within_genome_spearman,,0.5316584760963775,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_11_vs_seed_37,,,full_validation,pairwise_global_pearson,,0.46977082804814946,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_11_vs_seed_37,,,full_validation,pairwise_mean_within_genome_spearman,,0.5295569648284528,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_11_vs_seed_53,,,full_validation,pairwise_global_pearson,,0.49136736951334503,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_11_vs_seed_53,,,full_validation,pairwise_mean_within_genome_spearman,,0.5592070458125413,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_11_vs_seed_71,,,full_validation,pairwise_global_pearson,,0.2999833543439121,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_11_vs_seed_71,,,full_validation,pairwise_mean_within_genome_spearman,,0.46639333834850805,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_23_vs_seed_37,,,full_validation,pairwise_global_pearson,,0.7426320276633372,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_23_vs_seed_37,,,full_validation,pairwise_mean_within_genome_spearman,,0.7960271194720502,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_23_vs_seed_53,,,full_validation,pairwise_global_pearson,,0.8574693733706905,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_23_vs_seed_53,,,full_validation,pairwise_mean_within_genome_spearman,,0.8597696928652911,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_23_vs_seed_71,,,full_validation,pairwise_global_pearson,,0.6645395265134797,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_23_vs_seed_71,,,full_validation,pairwise_mean_within_genome_spearman,,0.7458308692806428,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_37_vs_seed_53,,,full_validation,pairwise_global_pearson,,0.8226577816650069,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_37_vs_seed_53,,,full_validation,pairwise_mean_within_genome_spearman,,0.8724613851031121,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_37_vs_seed_71,,,full_validation,pairwise_global_pearson,,0.8406744849036415,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_37_vs_seed_71,,,full_validation,pairwise_mean_within_genome_spearman,,0.8793385510110545,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_53_vs_seed_71,,,full_validation,pairwise_global_pearson,,0.7297157367105508,,,,,,,,,,,,,,valid,
ensemble_diagnostic,seed_53_vs_seed_71,,,full_validation,pairwise_mean_within_genome_spearman,,0.7859249121982177,,,,,,,,,,,,,,valid,
ensemble_diagnostic,ensemble_mean,,,full_validation,prediction_variance_distribution,min,6.13341857365694e-06,,,,,,,,,,,,,,valid,sample variance (ddof=1) across five scalar ranking scores
ensemble_diagnostic,ensemble_mean,,,full_validation,prediction_variance_distribution,q25,0.0018434619790444976,,,,,,,,,,,,,,valid,sample variance (ddof=1) across five scalar ranking scores
ensemble_diagnostic,ensemble_mean,,,full_validation,prediction_variance_distribution,median,0.0028340919652737806,,,,,,,,,,,,,,valid,sample variance (ddof=1) across five scalar ranking scores
ensemble_diagnostic,ensemble_mean,,,full_validation,prediction_variance_distribution,q75,0.0038117841770094335,,,,,,,,,,,,,,valid,sample variance (ddof=1) across five scalar ranking scores
ensemble_diagnostic,ensemble_mean,,,full_validation,prediction_variance_distribution,q90,0.004664891228758151,,,,,,,,,,,,,,valid,sample variance (ddof=1) across five scalar ranking scores
ensemble_diagnostic,ensemble_mean,,,full_validation,prediction_variance_distribution,q95,0.005165119648991965,,,,,,,,,,,,,,valid,sample variance (ddof=1) across five scalar ranking scores
ensemble_diagnostic,ensemble_mean,,,full_validation,prediction_variance_distribution,q99,0.006168949871277039,,,,,,,,,,,,,,valid,sample variance (ddof=1) across five scalar ranking scores
ensemble_diagnostic,ensemble_mean,,,full_validation,prediction_variance_distribution,max,0.019015280537291242,,,,,,,,,,,,,,valid,sample variance (ddof=1) across five scalar ranking scores
ensemble_diagnostic,ensemble_mean,,,full_validation,prediction_variance_distribution,mean,0.0028639069843333967,,,,,,,,,,,,,,valid,sample variance (ddof=1) across five scalar ranking scores
